,Topic,Words,Frequency,Timestamp
244,302,"schlagbach, traun, ache, traumatisiert, wahnsinnigen",1,2014-10-22 18:11:16.800000+00:00
245,341,"nordsee, ortcleanup, boellerschuesse, deilbachhammer, wetterde",1,2014-10-22 18:11:16.800000+00:00
246,345,"tiroler, antenne, strandfeeling, muehldorf, trickbetrueger",1,2014-10-22 18:11:16.800000+00:00
247,417,"radio, online, diskreditieren, massive, breaking",1,2014-10-22 18:11:16.800000+00:00
248,56,"freitagnachmittag, haie, winters, holzhalbinsel, strandbesuch",1,2014-10-23 14:57:55.542857216+00:00
249,241,"blauem, stadtgemeinde, ausstellungsmacher, norderstedter, dpareporter",1,2014-10-23 14:57:55.542857216+00:00
250,411,"zurueck, meldestufe, pcb, berechnung, reichweite",1,2014-10-23 14:57:55.542857216+00:00
251,70,"start, stadtgemeinde, best, slovakia, uclfinal",1,2014-10-24 11:44:34.285714176+00:00
252,-1,"mr, hungerdurst, mantra, sex, erfolg",1,2014-10-27 22:51:09.257142784+00:00
253,-1,"diesbar, seußlitz, buergerinitiative, sitzung, besserer",1,2014-10-28 19:37:48+00:00
254,54,"deicherhoehung, befoerdert, unwette, pyramide, dramatik",1,2014-11-02 03:31:01.714285824+00:00
255,455,"grundwasser, projekt, sommerbaustellen, schwachstellen, statikern",1,2014-11-06 11:24:15.428571392+00:00
256,356,"soziales, online, nz, watchparty, baar",1,2014-11-11 16:04:07.885714176+00:00
257,58,"mitglied, schutzmaßnahmen, netzinfrastruktur, vorlaufzeiten, initiativen",1,2014-11-12 12:50:46.628571392+00:00
258,64,"salafisten, landesstiftung, flensburger, kirchgemeinden, vatican",1,2014-11-14 06:24:04.114285824+00:00
259,-1,"licht, hochwasser, einsatzbericht, sammywilktour, doepfner",1,2014-11-15 03:10:42.857142784+00:00
260,-1,"herbst, jahr, hochwasser, einsatzbericht, sammywilktour",1,2014-11-16 20:44:00.342857216+00:00
261,39,"deich, stadtgemeinde, gedaechtniskirche, geldspenden, kreiseuskirchen",1,2014-11-16 20:44:00.342857216+00:00
262,-1,"meldesystem, stadt, hochwasser, sammywilktour, ripnaina",1,2014-11-17 17:30:39.085714176+00:00
263,21,"adaequates, reagieren, media, liveblog, newsblog",1,2014-11-17 17:30:39.085714176+00:00
264,67,"stadtgemeinde, naturgutophoven, irgersdorf, lagerraum, unproblematisch",1,2014-11-17 17:30:39.085714176+00:00
265,-1,"gimritzer, damm, stadt, hochwasser, sammywilktour",1,2014-11-20 07:50:35.314285824+00:00
266,4,"rhein, leegebruch, starkniederschlaege, kanalsiebe, sturmboeen",1,2014-11-21 04:37:14.057142784+00:00
267,73,"land, oekonomi, change, donut, gesundheit",1,2014-11-21 04:37:14.057142784+00:00
268,-1,"brandenburg, us, tauwetter, spiegel, alarm",3,2014-11-22 22:10:31.542857216+00:00
269,93,"fast, waldstetter, dschungelcamp, gift, raeaechts",1,2014-11-22 22:10:31.542857216+00:00
270,331,"wazplus, betonbaender, vfbstuttgart, westerwaldstraße, dietotenhosen",1,2014-11-22 22:10:31.542857216+00:00
271,404,"arschkarte, vieles, abertausende, bezahlung, stammten",1,2014-11-22 22:10:31.542857216+00:00
272,-1,"side, produktion, west, story, sammywilktour",1,2014-11-23 18:57:10.285714176+00:00
273,4,"rhein, leegebruch, starkniederschlaege, kanalsiebe, sturmboeen",1,2014-11-23 18:57:10.285714176+00:00
274,113,"einsatzplanung, woche, verkehrsunfaelle, schlauchbootfahrer, freiwilligefeuerwehr",1,2014-11-23 18:57:10.285714176+00:00
275,17,"vorhersehba, verantwortung, saxonswitzerland, normalpegels, elbsandsteingebirge",1,2014-11-24 15:43:49.028571392+00:00
276,25,"survivalklamotten, pfarrstraße, rums, otter, engel",1,2014-11-25 12:30:27.771428608+00:00
277,-1,"sandsaecke, stadt, hochwasser, sammywilktour, doepfner",1,2014-11-26 09:17:06.514285824+00:00
278,109,"beseitigt, schutz, klimaneut, keinraumfuerquerdenker, ortfuer",1,2014-11-26 09:17:06.514285824+00:00
279,197,"finanzhilfen, spendenaktionen, spendenlink, doppelhaushalt, druckversion",1,2014-11-26 09:17:06.514285824+00:00
280,235,"titanic, extremsport, wakeboard, gauland, sprintet",1,2014-11-26 09:17:06.514285824+00:00
281,445,"landrat, angriffen, bibliothek, betroffenheitsdarsteller, wiederaufbauplan",1,2014-11-26 09:17:06.514285824+00:00
282,339,"wassergefluester, leseprobe, online, backup, cloud",1,2014-11-27 06:03:45.257142784+00:00
283,9,"schadensbeseitigung, oktober, plan, hilfeleistung, pizzakarton",1,2014-11-28 02:50:24+00:00
284,163,"zeitfenster, tangerhuette, schlittschuhen, lukaspodolski, frieren",1,2014-11-30 17:10:20.228571392+00:00
285,170,"check, servicepoint, meteorology, runningtrack, mills",1,2014-11-30 17:10:20.228571392+00:00
286,358,"schoepfwerk, zweifeln, firmengelaende, renatuierung, laschethatversagt",1,2014-11-30 17:10:20.228571392+00:00
287,28,"suedeuropa, schneeschmelze, zweigeteilt, tauwetterbedingtes, eisregen",1,2014-12-01 13:56:58.971428608+00:00
288,131,"citynews, elbufer, episode, pmrecords, pioneers",1,2014-12-01 13:56:58.971428608+00:00
289,136,"traditionself, fail, zwischenheimat, enkelin, mittelalter",1,2014-12-01 13:56:58.971428608+00:00
290,32,"christbaumschmuck, zweiten, patent, wasserburg, infektionsschutzgesetz",1,2014-12-03 07:30:16.457142784+00:00
291,-1,"kostenfaktor, investiert, wasserschaeden, schulen, sammywilktour",1,2014-12-04 04:16:55.200000+00:00
292,305,"riskiert, acht, taubengemeinschaft, schwerverletzte, lebenshilfeort",1,2014-12-07 15:23:30.171428608+00:00
293,11,"wasseralarm, fruehwarnsystem, sirenen, sirenenalarm, alarmsystem",1,2014-12-09 08:56:47.657142784+00:00
294,-1,"deprimierend, carsten, buergerblick, reporter, stadtgemeinde",2,2014-12-10 05:43:26.400000+00:00
295,117,"spd, landkreis, suedliches, ostbelgien, glut",1,2014-12-10 05:43:26.400000+00:00
296,129,"sauer, mosel, moeglich, blitzeinschlaege, strafzeiten",1,2014-12-10 05:43:26.400000+00:00
297,82,"boot, kajak, sportboot, schiffsansammlung, schlauchboot",1,2014-12-11 02:30:05.142857216+00:00
298,93,"dienstleistungszentrum, verliert, wasser, stadtgemeinde, waldstetter",1,2014-12-11 02:30:05.142857216+00:00
299,169,"grade, wetter, dickopsbach, vierzig, kreisstraßen",1,2014-12-11 02:30:05.142857216+00:00
300,200,"geldschwemme, spd, hubschrauberrettungen, wasseraufbereitung, millionenschaden",1,2014-12-11 02:30:05.142857216+00:00
301,223,"nordhessen, stadtgemeinde, trafostation, stahlbeton, untereisersheim",1,2014-12-11 02:30:05.142857216+00:00
302,242,"stromleitung, raketen, grenzueberschreitung, gueterzuegen, saudi",1,2014-12-11 02:30:05.142857216+00:00
303,235,"surfbrett, lahn, wakeboarder, extremsport, archiv",1,2014-12-13 16:50:01.371428608+00:00
304,246,"terror, gelernt, schlimmer, hydrometeorologe, costa",1,2014-12-13 16:50:01.371428608+00:00
305,194,"kinderleichen, beleidigt, regionen, lockdown, rassismus",1,2014-12-14 13:36:40.114285824+00:00
306,45,"postler, weihnachtspost, brief, endspurt, hl",1,2014-12-15 10:23:18.857142784+00:00
307,129,"angels, hells, blitzeinschlaege, regentsunami, hexenkessel",1,2014-12-15 10:23:18.857142784+00:00
308,-1,"beschweren, mail, schlimmste, passiert, stadt",2,2014-12-16 07:09:57.600000+00:00
309,-1,"genuss, stadt, hochwasser, einsatzbericht, sammywilktour",2,2014-12-17 03:56:36.342857216+00:00
310,8,"berliner, bayerischer, deutschlands, westdeutschland, sueddeutsche",1,2014-12-17 03:56:36.342857216+00:00
311,61,"hertha, tor, opern, schwarzwaelder, thalkirchner",1,2014-12-17 03:56:36.342857216+00:00
312,416,"regnerischen, wetters, alarmierend, datenlage, genesis",1,2014-12-17 03:56:36.342857216+00:00
313,32,"nikolaustag, katholische, stunde, patent, aussehen",1,2014-12-18 21:29:53.828571392+00:00
314,63,"feuerwehren, feuerwehrschule, huegelhelden, dyksterhusen, fw",1,2014-12-18 21:29:53.828571392+00:00
315,136,"fdb, traditionself, fail, ksc, ortbundestagswahl",1,2014-12-18 21:29:53.828571392+00:00
316,153,"sportstaetten, millionen, euro, betrogen, landesregierung",1,2014-12-18 21:29:53.828571392+00:00
317,-1,"zivilisation, vernichtung, smartphone, feuerwehren, etwa",4,2014-12-19 18:16:32.571428608+00:00
318,31,"praezise, blubb, kaiserbruecke, elbufer, margretenhaun",1,2014-12-19 18:16:32.571428608+00:00
319,33,"draußen, sommer, regenmenge, unwettergefahr, quadratmeter",1,2014-12-19 18:16:32.571428608+00:00
320,54,"stadt, hochwasser, befoerdert, prinzipiell, dramatik",1,2014-12-19 18:16:32.571428608+00:00
321,158,"norderney, kachelmannwetter, hessische, vergleichen, tieflagen",1,2014-12-19 18:16:32.571428608+00:00
322,287,"wasser, strandperle, fischbecker, fischmarktes, gerdhachmann",1,2014-12-19 18:16:32.571428608+00:00
323,296,"niedrigwasser, wae, laufwasserkraftwerke, verwaltungsstadt, starkregenereigniss",1,2014-12-19 18:16:32.571428608+00:00
324,340,"fischmarkt, orkanfelix, geburtenrekord, marktschreier, roughity",1,2014-12-19 18:16:32.571428608+00:00
325,357,"gedenkfeier, posching, walls, gum, goldbecker",1,2014-12-19 18:16:32.571428608+00:00
326,-1,"stadt, hochwasser, sammywilktour, doepfner, taxi",1,2014-12-21 11:49:50.057142784+00:00
327,101,"moeoeoeoewen, hype, wettervorhersage, warm, heftiger",1,2014-12-21 11:49:50.057142784+00:00
328,169,"shietwetter, landungsbruecken, dickopsbach, vierzig, umweltamtes",1,2014-12-21 11:49:50.057142784+00:00
329,254,"rahmenrichtlinie, gewaesserschutz, wasser, data, garantiert",1,2014-12-21 11:49:50.057142784+00:00
330,-1,"wanderweg, gewaessern, fb, stadt, hochwasser",2,2014-12-22 08:36:28.800000+00:00
331,2,"kanonenschuesse, steigt, krankheitserregern, ortwarnung, bauingenieure",1,2014-12-22 08:36:28.800000+00:00
332,6,"noah, sandsaeckle, amsterdam, indedurchbruch, trailrunning",1,2014-12-22 08:36:28.800000+00:00
333,10,"kanonen, warnung, polizeiinspektion, pluenderungsversuchen, polizeistaat",1,2014-12-22 08:36:28.800000+00:00
334,32,"wands, gewaessern, patent, wasserburg, leichenfahl",1,2014-12-22 08:36:28.800000+00:00
335,86,"stadt, norderney, saisonvorbereitung, braunkohleabbau, blossen",1,2014-12-22 08:36:28.800000+00:00
336,102,"gewaessern, regenfaelle, riskante, symbolisieren, baugrube",1,2014-12-22 08:36:28.800000+00:00
337,341,"boellerschuesse, ortboeen, deilbachhammer, bismarckbruecke, hanau",1,2014-12-22 08:36:28.800000+00:00
338,-1,"feiertage, schoene, pumpen, bangen, schaden",3,2014-12-23 05:23:07.542857216+00:00
339,11,"feuerwehrsprecher, mellingstedt, lemsahl, sirenenalarm, alarmsystem",2,2014-12-23 05:23:07.542857216+00:00
340,15,"chemnitzstraße, haltestelle, verkehrsbehinderungen, bsverkehr, verkehrschaos",1,2014-12-23 05:23:07.542857216+00:00
341,37,"weihnachtsfest, wellenbad, fessenheim, worry, thissachs",1,2014-12-23 05:23:07.542857216+00:00
342,145,"feiern, dankeschoen, familien, stadtgemeinde, amoebenpolonaise",1,2014-12-23 05:23:07.542857216+00:00
343,155,"deutschlandradio, stadt, sendeschluss, belg, donnerstagmittag",1,2014-12-23 05:23:07.542857216+00:00
344,203,"stadt, hochwasser, cellos, dankemerkel, kasselberg",1,2014-12-23 05:23:07.542857216+00:00
345,288,"weihnachtserlebnis, regenpeitsche, schneller, pooth, faehrpavillion",1,2014-12-23 05:23:07.542857216+00:00
346,-1,"rueckstand, nobiskrug, landwehr, norddeutschen, bedingt",10,2014-12-24 22:56:25.028571392+00:00
347,7,"mellingstedt, fotos, katastrophenschutz, reserve, vermis",1,2014-12-24 22:56:25.028571392+00:00
348,8,"norddeutschen, bilder, berliner, bayerischer, deutschlands",2,2014-12-24 22:56:25.028571392+00:00
349,9,"kommunen, pflegearbeiten, hilfeleistung, pizzakarton, obdachlosen",1,2014-12-24 22:56:25.028571392+00:00
350,14,"erdgas, station, stadtgemeinde, duschen, unwetters",1,2014-12-24 22:56:25.028571392+00:00
351,21,"podcast, mitte, liveblog, newsblog, blogtraffic",1,2014-12-24 22:56:25.028571392+00:00
352,27,"deichlaeufer, straßensperren, sinken, stadtgemeinde, traktor",1,2014-12-24 22:56:25.028571392+00:00
353,42,"hegering, landesprogramm, stadt, eglv, miniatur",1,2014-12-24 22:56:25.028571392+00:00
354,92,"pumpt, regen, wasser, stadtgemeinde, sommerdeich",1,2014-12-24 22:56:25.028571392+00:00
355,155,"deutschlandradio, sendeschluss, belg, donnerstagmittag, webstream",2,2014-12-24 22:56:25.028571392+00:00
356,169,"haus, stadtgemeinde, dickopsbach, feldstueck, vierzig",1,2014-12-24 22:56:25.028571392+00:00
357,170,"mellingstedt, fotos, feuerwehr, runningtrack, meteorology",1,2014-12-24 22:56:25.028571392+00:00
358,205,"laufen, elbe, regen, winterlichen, facetten",1,2014-12-24 22:56:25.028571392+00:00
359,232,"pressemitteilung, forschungsteam, riessen, fahrlaessigkeit, psalm",1,2014-12-24 22:56:25.028571392+00:00
360,352,"mutuals, intensitaet, flussserie, nordafrika, floristikgeschaeftes",1,2014-12-24 22:56:25.028571392+00:00
361,431,"norddeutschen, entspannt, topf, steigt, todesopfer",1,2014-12-24 22:56:25.028571392+00:00
362,444,"norddeutschen, klassen, bayerischer, deutschen, sueddeutschland",14,2014-12-24 22:56:25.028571392+00:00
363,80,"gedenkfeiern, wintereinbruch, tsunami, html, montagnachmittag",1,2014-12-25 19:43:03.771428608+00:00
364,-1,"stadt, hochwasser, sammywilktour, doepfner, taxi",1,2014-12-29 06:49:38.742857216+00:00
365,174,"schlammlawinen, stellv, lebensgefaehrte, hoppe, christkindlmarkt",1,2014-12-29 06:49:38.742857216+00:00
366,87,"entwicklungshilfe, aerztin, steigende, grund, volkshilfe",1,2014-12-31 21:09:34.971428608+00:00
367,28,"fernsehen, chaos, sturm, wetter, glaetteunfaelle",3,2015-01-01 17:56:13.714285824+00:00
368,-1,"stuermische, feuerwehr, stadt, hochwasser, einsatzbericht",1,2015-01-02 14:42:52.457142784+00:00
369,42,"elbe, hegering, stadt, landesprogramm, eglv",1,2015-01-02 14:42:52.457142784+00:00
370,53,"wetterfeste, reeperbahn, touristen, wind, biomuell",1,2015-01-02 14:42:52.457142784+00:00
371,98,"lokale, elbe, amp, kirchenaustritten, win",1,2015-01-02 14:42:52.457142784+00:00
372,160,"schwarzen, bestraft, rollyourboat, redynamisierung, ortentwuerfe",1,2015-01-02 14:42:52.457142784+00:00
373,162,"picknick, sturm, regen, wetter, floßfahrt",1,2015-01-02 14:42:52.457142784+00:00
374,239,"radisson, blauen, himmel, januar, arbre",1,2015-01-02 14:42:52.457142784+00:00
375,340,"fischmarkt, orkanfelix, marktschreier, roughity, geburtenrekord",1,2015-01-02 14:42:52.457142784+00:00
376,-1,"berneckstrand, achterbahnfahrt, brandungszone, temperatur, ostsee",7,2015-01-03 11:29:31.200000+00:00
377,7,"blog, katastrophenschutz, stadt, reserve, vermis",1,2015-01-03 11:29:31.200000+00:00
378,8,"bayerischer, zahlreiche, schnee, deutschlands, westdeutschland",4,2015-01-03 11:29:31.200000+00:00
379,28,"schneeschmelze, schneechaos, schneit, schmelzen, tauwetterbedingtes",8,2015-01-03 11:29:31.200000+00:00
380,89,"fueße, tauwetter, starkniederschlaege, startschuss, spielzeugeier",1,2015-01-03 11:29:31.200000+00:00
381,125,"bildern, instagram, facebook, google, falschmeldungen",1,2015-01-03 11:29:31.200000+00:00
382,163,"fast, stadtgemeinde, frieren, schlittschuhen, fahrzeughalle",1,2015-01-03 11:29:31.200000+00:00
383,193,"stadtgemeinde, parkhaus, faehrstelle, westliches, vorabinfo",1,2015-01-03 11:29:31.200000+00:00
384,223,"untereisersheim, nh, trafostation, laschetruecktritt, longexposure",1,2015-01-03 11:29:31.200000+00:00
385,348,"schnee, schiffbilderde, wegschwemmt, holzhaus, herbstsonne",1,2015-01-03 11:29:31.200000+00:00
386,-1,"beermann, suedwestrand, runtergekommen, auenwald, erdrutschen",9,2015-01-04 08:16:09.942857216+00:00
387,18,"geschichte, hoffentlich, online, twitterhilft, servicetweet",8,2015-01-04 08:16:09.942857216+00:00
388,67,"nachrichten, openstreetmap, fynn, naturgutophoven, farmsen",1,2015-01-04 08:16:09.942857216+00:00
389,74,"regenfaell, regen, feuerwehr, anhaltender, wettertrend",1,2015-01-04 08:16:09.942857216+00:00
390,76,"unterfuehrung, schneeschmelze, mosel, ortufern, standup",1,2015-01-04 08:16:09.942857216+00:00
391,150,"schifffahrtssperre, schiffsverkehr, schneeschmelze, freystr, stroemungsretter",3,2015-01-04 08:16:09.942857216+00:00
392,224,"hochdruckwetter, stadtgemeinde, durchflussverhaeltnissen, altenhafen, fußgaengerweg",1,2015-01-04 08:16:09.942857216+00:00
393,432,"normalmodus, schokoladenmuseum, schiffstouren, innpromenade, vulk",1,2015-01-04 08:16:09.942857216+00:00
394,102,"papier, liegestuhl, riskante, ausnahmen, symbolisieren",1,2015-01-05 05:02:48.685714176+00:00
395,-1,"klettert, weggeschwemmt, problem, angst, meter",3,2015-01-06 22:36:06.171428608+00:00
396,5,"prognostiziert, meteorologe, unwetterwarnung, regenwand, kalten",1,2015-01-06 22:36:06.171428608+00:00
397,56,"gesichtet, mt, regnen, haie, winters",1,2015-01-06 22:36:06.171428608+00:00
398,150,"schifffahrtssperre, seismoblog, schiffsverkehr, freystr, stroemungsretter",2,2015-01-06 22:36:06.171428608+00:00
399,234,"globalitaet, studenten, risk, monitoring, score",1,2015-01-06 22:36:06.171428608+00:00
400,-1,"regierungspraesidium, regenfaellen, hochwasser, einsatzbericht, sammywilktour",2,2015-01-07 19:22:44.914285824+00:00
401,2,"warnen, krankheitserregern, warnung, bauingenieure, ortwarnung",2,2015-01-07 19:22:44.914285824+00:00
402,5,"frankfurtammain, unwetterwarnung, regenwand, kalten, atempause",4,2015-01-07 19:22:44.914285824+00:00
403,6,"nationalgalerie, kraftwerk, mensch, sandsaeckle, fuechtet",1,2015-01-07 19:22:44.914285824+00:00
404,33,"regen, sommer, regenmenge, gewitterstreifen, unwettergefahr",1,2015-01-07 19:22:44.914285824+00:00
405,74,"droht, sturm, regen, wettertrend, orkanboeen",1,2015-01-07 19:22:44.914285824+00:00
406,101,"mix, warm, wochenende, regen, hype",2,2015-01-07 19:22:44.914285824+00:00
407,295,"regenfaellen, tauwetter, nils, ooooooop, dragons",1,2015-01-07 19:22:44.914285824+00:00
408,394,"dillweißenstein, trees, frost, river, nature",1,2015-01-07 19:22:44.914285824+00:00
409,398,"orkane, regionen, vandalismus, latestagecapitalism, redaktionsstandorten",1,2015-01-07 19:22:44.914285824+00:00
410,432,"sandsackabfuellanlagen, schutz, normalmodus, schokoladenmuseum, bvbwob",1,2015-01-07 19:22:44.914285824+00:00
411,473,"sandsackabfuellanlagen, kaiserslautern, derfotokrieger, orthafen, sonntagsspaziergang",1,2015-01-07 19:22:44.914285824+00:00
412,-1,"landseite, elonhh, unterfuehrungen, sturmschaeden, vorbereitungen",15,2015-01-08 16:09:23.657142784+00:00
413,2,"zunehmender, wochenblatt, sandsaecke, landkreis, krankheitserregern",3,2015-01-08 16:09:23.657142784+00:00
414,5,"sturmwarnung, orkanboeen, unwetterwarnung, norden, sturm",3,2015-01-08 16:09:23.657142784+00:00
415,12,"twitter, bilder, landkreis, headline, nachrichtenagentur",1,2015-01-08 16:09:23.657142784+00:00
416,16,"news, fotografieren, stadt, geschossen, innenausschuss",1,2015-01-08 16:09:23.657142784+00:00
417,19,"stadtgemeinde, psyche, chaos, jubilaeen, angstgegner",1,2015-01-08 16:09:23.657142784+00:00
418,21,"mobilejournalism, stadtgemeinde, liveblog, newsblog, podcast",1,2015-01-08 16:09:23.657142784+00:00
419,30,"forum, orkanboeen, versicherungen, psychosozialer, nationaler",1,2015-01-08 16:09:23.657142784+00:00
420,31,"praezise, kaiserbruecke, elbufer, surreales, leerpumpen",1,2015-01-08 16:09:23.657142784+00:00
421,46,"unwetterwarnung, sturm, bezirk, pegelmax, mulde",1,2015-01-08 16:09:23.657142784+00:00
422,81,"up, rheinstraße, klettert, ploetzlichen, aufklaerungsflug",1,2015-01-08 16:09:23.657142784+00:00
423,126,"catsabddogs, kaninchen, tierschutzverein, ahrweiler, charity",1,2015-01-08 16:09:23.657142784+00:00
424,136,"traditionself, fail, enkelin, nordoststau, mittelalter",1,2015-01-08 16:09:23.657142784+00:00
425,147,"orkanboeen, radio, unvorstellbare, katastrophentourismus, spendenko",1,2015-01-08 16:09:23.657142784+00:00
426,209,"sturm, streamen, flaechenbr, kreuzstraße, murgtal",2,2015-01-08 16:09:23.657142784+00:00
427,284,"wochenende, hose, ubahn, landkreisbautzen, fcblfc",1,2015-01-08 16:09:23.657142784+00:00
428,287,"fischauktionshalle, strandperle, gerdhachmann, fischmarktes, lgv",1,2015-01-08 16:09:23.657142784+00:00
429,299,"wind, regen, montagmorgen, grundguetiger, wasfuereinwetter",1,2015-01-08 16:09:23.657142784+00:00
